X,Y,10/27/2021,12/14/2021,3/4/2022,3/20/2022,3/28/2022,4/13/2022,4/21/2022,1/26/2024,1/29/2024
600468.4564,3628679.2021,27.0603,25.7446,27.2708,27.0181,30.3153,30.9457,32.2548,27.8998,26.1922
600468.4564,3628679.0128,26.9970,25.7232,27.3129,27.0603,30.3561,31.1887,32.2148,27.8998,26.1709
600468.4564,3628678.8236,26.9759,25.7018,27.3549,26.9548,30.3765,31.3907,32.1547,27.8998,26.1497
600468.4564,3628678.6343,27.0603,25.6804,27.2918,27.2498,30.4173,31.3503,32.2348,28.0042,26.1071
600468.4564,3628678.4450,26.9548,25.6804,27.2498,27.1235,30.4173,31.3907,32.1747,28.0042,26.0645
600468.4564,3628678.2558,26.9970,25.6804,27.2498,27.4599,30.4784,31.3907,32.1747,27.9416,24.2156
600468.4564,3628678.0665,26.9548,25.6804,27.2918,27.3129,30.3969,31.3099,32.1747,27.9625,24.2373
600468.4564,3628677.8773,27.0813,25.5735,27.3339,27.2287,30.3561,31.3099,32.1547,27.9625,24.1721
600468.4564,3628677.6880,26.9548,25.5735,27.3549,27.0813,30.3153,31.2493,32.0545,28.0042,24.1721
600468.4564,3628677.4987,27.0392,25.5949,27.4389,27.2708,30.3153,31.2695,32.0545,27.9625,24.1938
600468.4564,3628677.3095,27.0813,25.5093,27.6068,27.4179,30.1520,31.2493,32.0345,28.0460,24.1938
600468.4564,3628677.1202,27.1024,25.5093,27.6068,27.3969,30.0907,31.2695,31.9341,27.9625,24.1504
600468.4564,3628676.9309,27.0392,25.5093,27.6487,27.5648,30.1520,31.1887,31.8739,28.0042,24.1287
600468.4564,3628676.7417,27.0603,25.4664,27.7115,27.4809,30.1111,31.1887,31.7734,27.9625,24.0852
600468.4564,3628676.5524,27.1024,25.5307,27.7115,27.9416,29.9884,31.1482,31.6930,28.0251,24.0200
600468.4564,3628676.3632,27.1445,25.4878,27.6906,27.4179,30.0294,31.1077,31.6930,28.0460,24.0635
600468.4564,3628676.1739,27.0813,25.5093,27.7952,27.5019,29.9884,30.9051,31.6930,28.0460,23.9112
600468.4564,3628675.9846,27.1235,25.4664,27.8580,27.7534,30.0089,30.9051,31.6728,28.0251,23.9329
600468.4564,3628675.7954,27.1235,25.5093,28.1086,27.1866,29.9680,30.8443,31.6930,28.0042,23.9329
600468.4564,3628675.6061,27.3759,25.5307,28.4001,27.1866,29.9065,30.8443,31.6930,27.9625,23.8458
600468.4564,3628675.4169,27.2708,25.5521,28.7944,27.1866,29.8861,30.8037,31.9141,27.9416,23.8240
600468.4564,3628675.2276,27.3759,25.5307,28.9599,27.2498,29.8246,30.8443,31.9141,28.0042,23.7586
600468.4564,3628675.0383,27.2708,25.4664,28.8358,27.4599,29.8041,30.8646,31.9943,28.0042,23.8676
600468.4564,3628674.8491,27.3129,25.5307,28.7115,27.4389,29.7631,31.0267,31.8940,27.9416,23.8458
600468.4564,3628674.6598,27.4179,25.5093,28.6908,27.5229,29.6605,30.9862,31.8940,27.9834,23.8240
600468.4564,3628674.4706,27.3339,25.5093,28.6908,27.6277,29.6194,31.0267,31.8940,27.9834,23.8022
600468.4564,3628674.2813,27.2708,25.5093,28.7115,27.8998,29.5783,30.4173,31.9141,28.0042,23.7150
600468.6456,3628680.9054,26.9970,26.3622,27.5858,27.1866,30.3153,31.3705,32.5346,27.8998,26.1922
600468.6456,3628680.7162,27.0392,26.4471,27.7325,27.3549,30.3357,31.2291,32.4947,27.8371,26.2135
600468.6456,3628680.5269,26.9759,26.4046,27.7534,27.3549,30.3561,31.2291,32.4148,27.8998,26.1709
600468.6456,3628680.3376,26.9548,26.1284,27.6277,27.3969,30.3765,30.8037,32.3948,28.1919,26.1071
600468.6456,3628680.1484,27.0603,26.0006,27.5439,27.4599,30.3153,30.4784,32.2748,28.1503,26.1497
600468.6456,3628679.9591,26.9759,25.9580,27.4599,27.9207,30.3153,30.8849,32.2948,28.1711,26.1071
600468.6456,3628679.7699,26.9548,25.8513,27.6277,28.5871,30.2745,31.0470,32.2748,28.0251,26.1497
600468.6456,3628679.5806,26.9970,25.7873,27.6068,27.6696,30.2745,31.0470,32.2148,27.9625,26.1709
600468.6456,3628679.3913,27.0181,25.8300,27.4389,27.2498,30.3561,31.0875,32.1948,27.8998,26.1284
600468.6456,3628679.2021,27.0181,25.7873,27.4389,27.1235,30.3561,31.0875,32.2748,27.8789,26.1284
600468.6456,3628679.0128,27.0603,25.7873,27.2708,27.0181,30.4173,31.1887,32.1948,27.9207,26.1709
600468.6456,3628678.8236,26.9759,25.7232,27.2708,27.0392,30.4784,31.3099,32.1747,27.9207,26.1284
600468.6456,3628678.6343,26.9759,25.6804,27.2708,27.0813,30.4784,31.3907,32.1948,27.9834,26.0858
600468.6456,3628678.4450,26.9970,25.6163,27.2708,26.9548,30.4173,31.3301,32.1948,27.9416,24.2156
600468.6456,3628678.2558,26.9337,25.6163,27.2708,27.0181,30.4173,31.3503,32.1747,27.9834,24.1721
600468.6456,3628678.0665,26.9337,25.6163,27.2287,27.1656,30.3561,31.3099,32.1747,27.9416,24.1721
600468.6456,3628677.8773,26.9970,25.6163,27.3129,27.0181,30.3561,31.3099,32.1347,27.9834,24.2156
600468.6456,3628677.6880,27.0392,25.5949,27.3969,27.0181,30.3561,31.2291,32.0746,27.9834,24.1721
600468.6456,3628677.4987,27.0181,25.5307,27.4179,27.3549,30.3153,31.1887,31.9943,28.0251,24.1287
600468.6456,3628677.3095,27.0813,25.5521,27.5229,27.3759,30.2337,31.1887,31.9943,28.0460,24.1721
600468.6456,3628677.1202,27.1024,25.5093,27.6068,27.3129,30.1724,31.1684,31.8940,28.0042,24.1721
600468.6456,3628676.9309,27.0813,25.4878,27.7115,27.1235,30.1520,31.1482,31.8739,28.0042,24.1504
600468.6456,3628676.7417,27.0813,25.4878,27.7115,27.0603,30.1316,31.1887,31.7734,28.0460,24.0852
600468.6456,3628676.5524,27.0603,25.5093,27.7534,27.2077,30.0089,31.1077,31.6930,28.0042,24.0635
600468.6456,3628676.3632,26.9759,25.5093,27.6906,27.1866,30.0089,31.0875,31.6527,28.0460,23.9982
600468.6456,3628676.1739,27.0181,25.5307,27.7115,27.1445,29.9680,30.9254,31.6527,28.0877,23.9765
600468.6456,3628675.9846,27.0813,25.5093,27.8789,27.7325,29.9270,30.8646,31.6728,28.0877,23.9765
600468.6456,3628675.7954,27.0813,25.4878,28.0251,27.2918,29.9065,30.8037,31.6930,28.1086,23.9329
600468.6456,3628675.6061,27.2708,25.5521,28.1919,27.2918,29.8041,30.7225,31.6930,28.0251,23.9112
600468.6456,3628675.4169,27.4179,25.4878,28.8151,27.1656,29.7631,30.7428,31.8739,28.0042,23.8676
600468.6456,3628675.2276,27.3549,25.5307,28.8979,27.3759,29.8041,30.7834,31.9542,28.0042,23.8240
600468.6456,3628675.0383,27.2918,25.5735,28.8772,27.3549,29.6605,30.8240,31.9743,27.9625,23.7586
600468.6456,3628674.8491,27.3549,25.5735,28.6908,27.6068,29.6399,30.9660,31.8538,27.9625,23.8022
600468.6456,3628674.6598,27.4599,25.5093,28.6078,27.6068,29.5783,30.8849,31.8940,27.9416,23.7586
